deviceid,subscriberid,simid,devicephonenum,intro,duration,uid,uid_confirm,surveyor,supervisor,date,time,date_v,time_v,time_a,f2_a1,f2_a2,f2_a2_1,f2_a3,note_2,note_3,note_4,note_5,f2_a4,note_6,note_7,success,note_8,f2_a5,f2_a7,end_time,note_10,formdef_version,key,submissiondate,starttime,endtime,date_a,f2_a6
351971070890097,,,,,78,B01V11F0307,B01V11F0307,21.0,1,11-Mar-2019,12:47:38,Yes,Yes,,No,Yes,,No,,,,,,,,No,,Fari var mulakat karvani,,12:48:15,,1902241727,uuid:29563cbe-d7ba-4220-b588-7e8232e386b7,,,,,
359940062782432,,89911283091600875966,,,451,B03V36F1056,B03V36F1056,19.0,4,13-Mar-2019,12:46:05,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,5.7,13:04:43,,1902241727,uuid:298d323b-b9e3-4068-9d2a-17cfdf4111a6,,,,,
351971070952178,,,,,140,B02V20F0599,B02V20F0599,25.0,5,16-Mar-2019,10:33:01,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,12.387,10:44:27,,1902241727,uuid:29a78053-7794-4ff9-8bfa-cba6f77dd4fc,,,,,
351971071058785,,,,,168,B04V46F1327,B04V46F1327,16.0,3,5-Apr-2019,09:59:40,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,8471.0,10:27:57,,1902241727,uuid:29b07265-8d75-44ad-86a2-af9b6432aef2,,,,,
359940062782432,,89911283091600875966,,,149,B03V35F1030,B03V35F1030,19.0,4,28-Feb-2019,15:16:19,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,6.4,15:25:33,,1902241727,uuid:2a0c0728-40c4-4006-b609-51606cd05a6d,,,,,
869432027611214,,,,,188,B05V57F1584,B05V57F1584,28.0,2,11-Apr-2019,09:06:35,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,18.2,09:21:25,,1902241727,uuid:2a54ea54-f083-43d1-83df-3736454046df,,,,,
351971070954323,,,,,997,B05V62F1716,B05V62F1716,12.0,2,7-Mar-2019,11:56:23,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,4.698,12:12:27,,1902241727,uuid:2a57c2a9-a0a9-40bb-b95e-5f7584c68a79,,,,,
359940062167519,,,,,329,B01V04F0121,B01V04F0121,14.0,1,25-Feb-2019,12:13:26,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,6.942,12:23:43,,1902241727,uuid:2a7837d1-3631-439b-aead-a19513b1e75d,,,,,
359940062775113,,,,,160,B06V73F2052,B06V73F2052,36.0,6,16-Apr-2019,08:53:56,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,0.998,09:09:28,,1902241727,uuid:2ac00dd2-fbab-430d-b328-10baa7d11f46,,,,,
359940062775113,,,,,133,B06V69F1931,B06V69F1931,36.0,6,28-Mar-2019,13:41:04,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,13.641,13:54:18,,1902241727,uuid:2acb9470-f2f5-4b8e-90bf-5abb6af6b5bf,,,,,
865596032669757,,,,,117,B01V08F0233,B01V08F0233,18.0,1,5-Mar-2019,13:16:09,Yes,Yes,,No,Yes,,No,,,,,,,,No,,Fari vakhat visit ma janavyu,,13:16:59,,1902241727,uuid:2acc1dfb-83bb-4741-975a-37ced64f371e,,,,,
869432027598171,,8991055171006387521f,,,164,B05V56F1564,B05V56F1564,15.0,2,29-Mar-2019,10:42:44,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,8.583,10:53:01,,1902241727,uuid:2aeb12ec-60c2-45ce-9cba-b60ac050ad58,,,,,
865207032330552,,89918570500020225195,,,110,B04V48F1356,B04V48F1356,,3,7-Mar-2019,11:24:44,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,5.643,11:34:24,,1902241727,uuid:2b20d047-8a3f-4a99-bbcc-66f50f7baab6,,,,,
869432027578835,,,,,284,B04V55F1531,B04V55F1531,11.0,3,6-Mar-2019,12:48:48,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,11.808,13:06:44,,1902241727,uuid:2b3dac45-4f1b-40cd-9f03-a1ee3943c09d,,,,,
359940062066059,,,,,174,B06V77F2195,B06V77F2195,27.0,6,28-Feb-2019,10:27:00,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,6.402,10:51:54,,1902241727,uuid:2b64497b-01fa-4286-a0ef-bd7b5b0654cd,,,,,
351971071174996,,,,,230,B02V19F0580,B02V19F0580,34.0,5,10-Apr-2019,11:56:49,Yes,Yes,,Yes,Yes,,Yes,,,,,Yes,,,Yes,,,8.483,12:17:31,,1902241727,uuid:2b926569-3d63-4cf5-a1ec-72032353d5da,,,,,
869432027578835,,,,,329,B04V55F1529,B04V55F1529,11.0,3,25-Mar-2019,13:48:46,Yes,Yes,,No,Yes,,Yes,,,,,No,,,No,,Revist,,14:22:26,,1902241727,uuid:2bb1ff4a-4dc5-4f97-9695-d32e2771e391,,,,,
351971071022096,,,,,230,B03V34F0998,B03V34F0998,13.0,4,5-Mar-2019,13:19:16,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,9.5,13:20:45,,1902241727,uuid:2bf2f9d3-8a04-407b-9d04-11dd34b59c60,,,,,
359940062782432,,89911283091600875966,,,192,B03V30F0900,B03V30F0900,19.0,4,6-Mar-2019,13:19:51,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,6.7,13:29:08,,1902241727,uuid:2bf9f65e-fa76-4a3e-9843-27b6f7b2ca43,,,,,
869432027578835,,,,,175,B04V52F1443,B04V52F1443,20.0,3,4-Mar-2019,12:19:45,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,9.403,12:21:15,,1902241727,uuid:2c565d81-a534-488e-9172-13b3a4c32810,,,,,
351971071174996,,,,,118,B02V14F0416,B02V14F0416,34.0,5,30-Mar-2019,11:51:53,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,4.021,12:09:55,,1902241727,uuid:2c6275ff-07f1-4563-adf2-367362382583,,,,,
351971071174996,,,,,128,B02V25F0748,B02V25F0748,34.0,5,5-Mar-2019,11:35:32,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,15.03,11:49:47,,1902241727,uuid:2cf96397-f514-4af5-ad6f-7697a0b8bce9,,,,,
359940062066059,,,,,136,B06V80F2288,B06V80F2288,27.0,6,19-Apr-2019,07:22:55,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,30.577,07:38:16,,1902241727,uuid:2d27891f-e114-4dbb-bab7-8a65765b6fa3,,,,,
351971070952285,,,,,98,B01V02F0045,B01V02F0045,24.0,1,19-Apr-2019,12:27:00,Yes,Yes,,No,Yes,,No,,,,,,,,No,,Mane ras nhi,,12:27:30,,1902241727,uuid:2d6298c1-2bb5-4457-9c36-7927121120ef,,,,,
359940062066059,,,,,221,B06V80F2295,B06V80F2295,27.0,6,8-Mar-2019,10:31:09,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,24.582,10:52:58,,1902241727,uuid:2dc3f1e9-81c9-4bcc-befc-18a1f85af9c0,,,,,
869432027598171,,8991055171006387521f,,,146,B05V62F1721,B05V62F1721,15.0,2,16-Apr-2019,12:06:08,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,36.139,12:20:13,,1902241727,uuid:2def80d1-f9c1-42f8-be35-21ee5270f060,,,,,
869432027598171,,8991055171006387521f,,,104,B05V68F1905,B05V68F1905,15.0,2,15-Mar-2019,16:27:01,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,7.903,16:37:02,,1902241727,uuid:2e1f7a09-caab-45e7-95af-6896fe141c9b,,,,,
869432027578835,,,,,243,B04V53F1459,B04V53F1459,11.0,3,13-Mar-2019,12:48:49,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,8.345,12:49:12,,1902241727,uuid:2e31a041-a1bf-4f77-a26b-b5519b1486fd,,,,,
359940062167519,,,,,128,B01V05F0123,B01V05F0123,14.0,1,8-Apr-2019,11:37:09,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,29.246,11:48:19,,1902241727,uuid:2e4621fc-795d-41a3-b5bc-a9784f22ee5e,,,,,
351971071058785,,,,,257,B04V55F1527,B04V55F1527,,3,11-Apr-2019,10:16:38,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,13.653,10:23:20,,1902241727,uuid:2eacf74d-abcd-438b-99b6-0051ae0d6b3b,,,,,
351971070952178,,,,,190,B02V15F0445,B02V15F0445,25.0,5,15-Mar-2019,12:33:58,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,11.008,12:49:08,,1902241727,uuid:2eb2f7c6-aad6-47d4-937e-5859740645a5,,,,,
359940062167519,,,,,211,B01V07F0185,B01V07F0185,14.0,1,6-Mar-2019,14:39:14,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,10.012,14:46:49,,1902241727,uuid:2eb5bc0b-6dc2-4a72-9557-4138cf3ce30e,,,,,
865596032669757,,,,,122,B01V12F0363,B01V12F0363,18.0,1,9-Mar-2019,14:30:22,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,13.989,14:31:14,,1902241727,uuid:2ed86747-ce70-496e-9a38-7324d6b106b8,,,,,
351753104177752,,8991058121089494824,,,843,B02V26F0787,B02v26f0787,,5,28-Mar-2019,11:23:49,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,20.581,11:37:26,,1902241727,uuid:2f3c50fb-dc57-48ed-81a5-5627406413d9,,,,,
359940062782432,,89911283091600875966,,,171,B03V38F1116,B03V38F1116,19.0,4,12-Mar-2019,13:38:08,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,19.9,14:07:54,,1902241727,uuid:2f5ea7d3-2ed9-45e3-8265-7aae0e75825b,,,,,
351971071174996,,,,,232,B02V21F0651,B02V21F0651,34.0,5,25-Feb-2019,14:03:40,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,22.033,14:20:23,,1902241727,uuid:2f5fc7d1-4cd8-4831-8940-3fe93a6835b0,,,,,
869432027607238,,,,,114,B01V01F0002,B01V01F0002,30.0,3,22-Feb-2019,15:24:51,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,Yes,,,,15:26:05,,1902221101,uuid:2fb780df-f358-45d5-8e61-c3ead6e423df,,,,,
351971070954323,,,,,180,B05V66F1844,B05V66F1844,12.0,2,11-Mar-2019,17:13:40,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,5.917,17:45:04,,1902241727,uuid:2fbe42ed-0c27-4308-b72a-ef4a8f12e8e0,,,,,
351971071174996,,,,,82,B02V23F0700,B02V23F0700,34.0,5,2-Mar-2019,13:07:28,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,6.219,13:19:09,,1902241727,uuid:2fdb9bb5-0952-4404-b60f-c27fe14dfcaa,,,,,
869432027598171,,8991055171006387521f,,,591,B05V68F1891,B05V68F1891,15.0,2,15-Mar-2019,16:02:06,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,13.086,16:20:02,,1902241727,uuid:306584b6-1636-4f7a-9560-cc0691c93987,,,,,
359940062782432,,89911283091600875966,,,138,B03V39F1146,B03V39F1146,19.0,4,4-Mar-2019,20:04:15,Yes,Yes,,No,Yes,,No,,,,,,,,No,,Refuse,,20:05:07,,1902241727,uuid:3078c76e-404d-49db-9676-9f8533a9f504,,,,,
351971070952285,,,,,110,B01V06F0153,B01V06F0153,24.0,1,26-Feb-2019,11:07:23,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,12.353,11:21:05,,1902241727,uuid:30b33032-2740-4f5a-822a-575431d1f9fa,,,,,
359940062775113,,,,,104,B06V76F2153,B06V76F2153,36.0,6,12-Apr-2019,16:27:16,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,6.512,16:46:01,,1902241727,uuid:30df46ea-e3ce-4171-825f-488082e818e8,,,,,
359940062066059,,,,,199,B06V76F2172,B06V76F2172,27.0,6,15-Apr-2019,09:06:07,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,10.864,09:18:05,,1902241727,uuid:30e92983-1a3a-4cbd-971d-784253f03429,,,,,
351971071174996,,,,,130,B02V23F0686,B02V23F0686,34.0,5,28-Mar-2019,11:16:17,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,8.003,11:30:34,,1902241727,uuid:312a745f-3558-4c8c-ae81-deb898d1da1a,,,,,
351971071174996,,,,,144,B02V20F0619,B02V20F0619,34.0,5,19-Apr-2019,09:09:21,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,13.946,09:21:32,,1902241727,uuid:317e3b7c-15c6-4d71-8271-a01ee3f4746c,,,,,
868494030217414,,89918570400131990425,,,71,B02V22F0671,B02V22F0671,25.0,5,19-Apr-2019,19:39:55,Yes,Yes,,Yes,Yes,,No,,,,,,,,No,,Farmer pase GPS aapvano time nathi,,19:40:27,,1902241727,uuid:31a4250f-add7-4a7b-8442-b34f565a22af,,,,,
359940062782432,,89911283091600875966,,,101,B01V01F0029,B01V01F0029,19.0,1,18-Apr-2019,14:33:17,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,18.3,14:34:31,,1902241727,uuid:327ade8a-44b4-4489-a133-fe3cc7c433db,,,,,
865596032669757,,,,,105,B01V09F0250,B01V09F0250,18.0,1,1-Apr-2019,13:34:24,Yes,Yes,,No,Yes,,No,,,,,,,,No,,Fari var mulakat,,13:35:15,,1902241727,uuid:330dc2c0-4950-4d06-914b-ec85060943f4,,,,,
359940062066059,,,,,361,B06V81F2331,B06V81F2331,27.0,6,13-Mar-2019,16:09:50,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,22.512,17:00:52,,1902241727,uuid:333acbbd-258f-48a3-8413-d11b0beddb96,,,,,
869432027578835,,,,,366,B04V46F1317,B04V46F1317,11.0,3,1-Mar-2019,10:41:55,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,2.511,11:17:57,,1902241727,uuid:33c036b4-d29d-4028-b693-4cbaed45b0e8,,,,,
869432027578835,,,,,170,B04V50F1408,B04V50F1408,11.0,3,2-Mar-2019,13:46:09,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,4.73,13:55:57,,1902241727,uuid:33c1ef93-2871-47cf-b972-3168861d1eb3,,,,,
351971070952178,,,,,98,B02V17F0512,B02V17F0512,25.0,5,5-Apr-2019,10:03:32,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,47.677,10:14:35,,1902241727,uuid:33d112a3-e482-4895-a0b3-3f0d9800d115,,,,,
869432027609192,,,,,124,B01V01F0002,B01V01F0002,24.0,1,22-Feb-2019,16:00:14,Yes,Yes,,No,Yes,,No,,,,,,,,Yes,,,,16:00:53,,1902221101,uuid:33d66921-2315-412f-b59e-e45082eac2c1,,,,,
351971070952178,,,,,352,B02V14F0393,B02V14F0393,25.0,5,1-Mar-2019,13:33:59,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,5.777,13:45:20,,1902241727,uuid:344a9361-eee5-4938-af91-143889b75bc7,,,,,
869432027611214,,,,,166,B05V57F1574,B05V57F1574,28.0,2,12-Apr-2019,09:20:17,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,7.3,09:29:51,,1902241727,uuid:3453c0e8-7408-491d-9124-7a94d7d51b47,,,,,
869432027609192,,,,,106,B01V01F0004,B01V01F0004,21.0,1,23-Feb-2019,11:36:06,Yes,Yes,,No,Yes,,Yes,,,,,,,,Yes,,,,11:45:10,,1902221101,uuid:3485a0c2-2eb4-441e-9f87-14a0bc93a0fb,,,,,
351971070952178,,,,,63,B02V17F0514,B02V17F0514,25.0,5,4-Apr-2019,10:28:40,Yes,Yes,,No,Yes,,No,,,,,,,,No,,Farmar pase Time nathi Aetle,,10:29:13,,1902241727,uuid:3488d3aa-6857-4843-a97a-3ff3e09e831d,,,,,
359940062108828,,,,,280,B02V22F0656,B02V22F0656,30.0,5,13-Mar-2019,11:35:10,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,12.226,11:58:16,,1902241727,uuid:34ac6cf6-ff45-4b8d-9371-4cbacfc3c9c9,,,,,
869432027598171,,8991055171006387521f,,,241,B05V57F1570,B05V57F1570,15.0,2,10-Apr-2019,09:40:08,Yes,Yes,,Yes,Yes,,No,,,,,,,,No,,Khedut ne koi vadi Aave Avu nathi.khedut bimar 6e Aavi shake tem nathi. Seva bandh karvi,,09:43:00,,1902241727,uuid:34b62b0e-d88d-4637-951b-98c2cf562f71,,,,,
359940060386368,,,,,119,B06V76F2161,B06V76F2161,22.0,6,2-Apr-2019,09:56:39,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,3.892,10:08:48,,1902241727,uuid:34ba314e-b472-4667-aeeb-ff21d5bde565,,,,,
351971071174996,,,,,266,B02V15F0457,B02V15F0457,34.0,5,3-Apr-2019,09:46:30,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,10.118,10:04:44,,1902241727,uuid:34c79b9c-c58d-44cc-b565-ccc4506aba8c,,,,,
359940062782432,,89911283091600875966,,,100,B03V38F1121,B03V38F1121,19.0,4,3-Apr-2019,10:58:00,Yes,Yes,,Yes,Yes,,Yes,,,,,Yes,,,Yes,,,4.8,11:09:28,,1902241727,uuid:34ef1cfd-3403-4a9b-8932-46a4f012253c,,,,,
351971071174996,,,,,289,B02V19F0564,B02V19F0564,34.0,5,9-Mar-2019,12:10:14,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,14.96,12:25:47,,1902241727,uuid:350c6d84-476d-4e24-8030-246bf5683be8,,,,,
351971070952285,,,,,156,B01V07F0176,B01V07F0176,24.0,1,6-Mar-2019,14:07:42,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,6.025,14:09:14,,1902241727,uuid:3511b9aa-2013-4463-868d-e0e87ab463c1,,,,,
869432027578835,,,,,680,B04V43F1227,B04V43F1227,11.0,3,25-Feb-2019,10:23:09,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,3.424,10:33:30,,1902241727,uuid:3563a4e5-81d9-4f3d-8f1c-ceeb6cca2b4a,,,,,
352347086187639,,89918570100002858301,,,129,B03V32F0952,B03V32F0952,,4,11-Mar-2019,14:32:02,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,5.7,14:32:34,,1902241727,uuid:35b14984-a176-4775-9be6-ebdc8190892d,,,,,
865596032669757,,,,,94,B01V09F0245,B01V09F0245,18.0,1,27-Mar-2019,10:30:17,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,10.097,10:30:46,,1902241727,uuid:35cdde04-09db-4b84-8bf0-52444ce45e44,,,,,
351971070952285,,,,,63,B01V07F0183,B01V07F0183,24.0,1,9-Apr-2019,11:58:31,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,14.379,11:58:51,,1902241727,uuid:35d613e2-67a6-4587-bae0-a3bb401c0a31,,,,,
359940062167519,,,,,85,B01V03F0072,B01V03F0072,14.0,1,18-Mar-2019,12:07:04,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,12.421,12:17:22,,1902241727,uuid:36068c5a-6af9-4245-91f0-355b515ca6c8,,,,,
351971070952285,,,,,64,B01V02F0044,B01V02F0044,24.0,1,19-Apr-2019,11:17:11,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,10.052,11:26:22,,1902241727,uuid:3633628a-39a8-4cf5-8bfd-8649eff655f0,,,,,
865596032669757,,,,,123,B01V02F0063,B01V02F0063,18.0,1,25-Mar-2019,11:17:44,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,36.22,11:18:50,,1902241727,uuid:368f3c7c-5e6c-4f67-a0ea-325bcfecc878,,,,,
869432027598171,,8991055171006387521f,,,137,B05V64F1794,B05V64F1794,15.0,2,4-Apr-2019,10:54:32,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,9.66,11:05:51,,1902241727,uuid:36962119-9a2e-4aae-b3e5-825da86b59df,,,,,
351971070954323,,,,,210,B05V60F1678,B05V60F1678,12.0,2,1-Mar-2019,12:37:52,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,6.376,12:53:10,,1902241727,uuid:36aa7805-1b70-412a-b836-9de946271d4c,,,,,
869432027607238,,,,,272,B04V45F1276,B04V45F1276,11.0,3,5-Mar-2019,13:06:19,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,5.716,13:19:30,,1902241727,uuid:37aa476c-5577-4359-a81a-171ccb314ba4,,,,,
351971070952178,,,,,105,B02V23F0698,B02V23F0698,25.0,5,12-Apr-2019,10:45:23,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,22.983,11:18:00,,1902241727,uuid:37ba9e84-e282-48ff-a1e1-5bccc1d1646c,,,,,
865596032669757,,,,,197,B01V08F0220,B01V08F0220,18.0,1,5-Mar-2019,12:40:05,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,12.905,12:43:42,,1902241727,uuid:37d7ce8d-8b42-487e-9c2b-96883bb16ddf,,,,,
351971070954323,,,,,88,B05V57F1597,B05V57F1597,12.0,2,28-Feb-2019,16:32:56,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,11.707,16:46:31,,1902241727,uuid:37f31a61-b48e-4046-972c-f6503c1df2b0,,,,,
351971071021742,,,,,81,B03V37F1110,B03V37F1110,28.0,4,8-Mar-2019,15:19:27,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,8.8,15:19:49,,1902241727,uuid:381a8b1b-7954-4dbc-9ed8-c70fb5a5b654,,,,,
865207032330552,,89918570500020225195,,,140,B04V55F1520,B04V55F1520,,3,1-Apr-2019,10:29:14,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,3.15,10:37:18,,1902241727,uuid:3837e7d8-e477-408b-b320-3069dd679ed8,,,,,
359940062066059,,,,,225,B06V71F1998,B06V71F1998,27.0,6,18-Apr-2019,08:47:09,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,16.975,09:02:24,,1902241727,uuid:38445af9-6de8-4dd8-985b-7a0e2728294f,,,,,
352347086187639,,89918570100002858301,,,162,B03V37F1104,B03V37F1104,13.0,4,16-Mar-2019,14:48:00,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,10.6,14:49:09,,1902241727,uuid:3847c4a9-18ad-4e8b-a5a7-b73eaca6fa53,,,,,
869432027598171,,8991055171006387521f,,,301,B05V63F1752,B05V63F1752,15.0,2,26-Mar-2019,10:48:06,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,6.279,10:58:13,,1902241727,uuid:387b24a7-ebae-4020-b431-7206a3ade6fa,,,,,
869432027598171,,,,,294,B05V60F1686,B05V60F1686,15.0,2,1-Mar-2019,10:24:42,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,11.448,10:43:43,,1902241727,uuid:388418f9-284b-437d-acc1-bbb042a811bf,,,,,
359940062066059,,,,,111,B06V78F2217,B06V78F2217,27.0,6,4-Mar-2019,11:10:26,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,22.065,11:10:48,,1902241727,uuid:38846773-9868-4c43-afd4-5efec68f2431,,,,,
352347086187639,,89918570100002858301,,,76,B03V30F0888,B03V30F0888,31.0,4,28-Mar-2019,10:38:45,Yes,Yes,,Yes,Yes,,Yes,,,,,Yes,,,Yes,,,4.2,10:39:16,,1902241727,uuid:389a51d0-6c44-4a65-8954-ed1dd9953158,,,,,
359940062108828,,,,,202,B02V25F0735,B02V25F0735,,5,29-Mar-2019,11:13:54,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,9.29,11:28:30,,1902241727,uuid:38a94320-2806-4470-b729-9e697eb12b72,,,,,
351971070958266,,8991000901222570146,,,143,B04V50F1402,B04V50F1402,20.0,3,10-Apr-2019,11:54:08,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,3.958,12:02:44,,1902241727,uuid:38d198c1-cbd5-445e-ac97-72ab64fd8c73,,,,,
351971070890097,,,,,57,B01V13F0371,B01V13F0371,21.0,1,16-Mar-2019,12:56:09,Yes,Yes,,No,Yes,,No,,,,,,,,No,,Fari avo tyare,,12:56:30,,1902241727,uuid:394debd9-36f8-4c01-8811-c74383c85b6b,,,,,
359940062782432,,89911283091600875966,,,130,B03V35F1038,B03V35F1038,19.0,4,15-Mar-2019,13:33:59,Yes,Yes,,No,Yes,,No,,,,,,,,No,,Bijivar avo tayare,,13:34:45,,1902241727,uuid:39681f94-a11b-4205-a823-efc821337fb2,,,,,
359940060386368,,,,,199,B01V01F0004,B01V01F0004,22.0,2,23-Feb-2019,11:28:03,Yes,Yes,,No,Yes,,No,,,,,,,,Yes,,,,12:08:33,,1902221101,uuid:398376ca-414f-492c-ac17-74013124aea6,,,,,
359940060386368,,,,,163,B06V81F2316,B06V81F2316,22.0,6,27-Feb-2019,17:07:17,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,9.817,17:38:48,,1902241727,uuid:39b3d423-3210-4382-b686-483d16be6374,,,,,
359940062782432,,89911283091600875966,,,216,B03V27F0822,B03V27F0822,19.0,4,29-Mar-2019,10:55:25,Yes,Yes,,Yes,Yes,,Yes,,,,,No,,,Yes,,,1.7,11:14:50,,1902241727,uuid:39b6af99-d0c6-4c56-9eac-5748704a4366,,,,,
351971071174996,,,,,191,B02V24F0719,B02V24F0719,34.0,5,9-Apr-2019,09:17:11,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,12.59,09:31:18,,1902241727,uuid:39be9407-8113-4a5d-80b3-fcd803845b84,,,,,
352347086187639,,89918570100002858301,,,129,B03V27F0819,B03V27F0819,13.0,4,19-Mar-2019,10:58:56,Yes,Yes,,Yes,Yes,,Yes,,,,,Yes,,,Yes,,,7.6,11:00:40,,1902241727,uuid:39c6c5c8-cb64-4934-ba09-3e7fc81dbf97,,,,,
351971070952178,,,,,78,B02V15F0452,B02V15F0452,25.0,5,14-Mar-2019,11:13:21,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,4.819,11:21:31,,1902241727,uuid:39ecce36-d1cc-4005-a350-8932e59c4b79,,,,,
352347086187639,,89918570100002858301,,,591,B03V29F0868,B03v29f0868,28.0,4,26-Feb-2019,12:36:53,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,6.2,12:52:47,,1902241727,uuid:3a185129-2757-48dd-93ea-db037e9f2ad5,,,,,
869432027598171,,8991055171006387521f,,,259,B05V66F1845,B05V66F1845,15.0,2,11-Mar-2019,16:38:22,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,15.022,16:52:28,,1902241727,uuid:3a37faaa-cc48-4de2-aa86-da60deb248de,,,,,
351971070952178,,,,,88,B02V22F0652,B02V22F0652,25.0,5,28-Feb-2019,13:26:31,Yes,Yes,,No,Yes,,Yes,,,,,Yes,,,Yes,,,2.466,13:46:37,,1902241727,uuid:3a77a2dd-7bd8-4cd5-b17a-80dd9203d47d,,,,,
351971071174996,,,,,96,B02V26F0779,B02V26F0779,34.0,5,6-Mar-2019,12:30:49,Yes,Yes,,No,Yes,,Yes,,,,,No,,,Yes,,,13.477,12:44:31,,1902241727,uuid:3aa6c12a-5fcb-4c96-b398-f5d9fe8387f7,,,,,
