Id,consent,SII_1,SII_1_other,SII_1_reason,SII_2,SII_2_unit,SII_2_unit_other,SII_3_1,SII_3_2,SII_3_2_other,SII_3_1_sub,SII_3_2_sub,SII_4_1,SII_4_2,SII_4_2_other,LoginDate,LoginStartTime,LoginEndTime,LoginDate_Last,LoginStartTime_Last,LoginEndTime_Last,SII_5,SII_6_1_UREA,SII_6_2_UREA,SII_6_3_UREA,SII_6_3_other_UREA,SII_6_4_UREA,SII_6_4_other_UREA,SII_7_1_UREA,SII_7_2_UREA,SII_7_3_UREA,SII_6_1_DAP,SII_6_2_DAP,SII_6_3_DAP,SII_6_3_other_DAP,SII_6_4_DAP,SII_6_4_other_DAP,SII_7_1_DAP,SII_7_2_DAP,SII_7_3_DAP,SII_6_1_MOP,SII_6_2_MOP,SII_6_3_MOP,SII_6_3_other_MOP,SII_6_4_MOP,SII_6_4_other_MOP,SII_7_1_MOP,SII_7_2_MOP,SII_7_3_MOP,SII_6_1_ZINC,SII_6_2_ZINC,SII_6_3_ZINC,SII_6_3_other_ZINC,SII_6_4_ZINC,SII_6_4_other_ZINC,SII_7_1_ZINC,SII_7_2_ZINC,SII_7_3_ZINC,SII_6_1_NPK,SII_6_2_NPK,SII_6_3_NPK,SII_6_3_other_NPK,SII_6_4_NPK,SII_6_4_other_NPK,SII_7_1_NPK,SII_7_2_NPK,SII_7_3_NPK,FKT_1,FKT_2,FKT_3
B05V61F1705,1,1,,,1,2,,8,1,,,,1,3,,7-8-2018,12:20:57,12:22:27,7-8-2018,12:23:56,12:24:17,1,0,,,,,,,,,1,80,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,SARI CHE MAHITI
B05V61F1706,1,1,,,1,2,,11,1,,0,,1,1,,10-8-2018,11:51:9,11:52:30,,,,1,0,,,,,,,,,1,110,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,BINPIYAT KAPASH NI KHETI NI MAHITI AAPO TO SARU
B05V61F1707,1,1,,,42,1,,28,1,,0,,1,3,,16-8-2018,15:44:5,15:45:40,,,,1,0,,,,,,,,,1,280,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V61F1708,1,1,,,1,2,,17,1,,0,,1,2,,8-8-2018,16:33:22,16:34:40,8-8-2018,16:34:58,16:35:10,1,0,,,,,,,,,1,3.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V61F1709,1,1,,,1,1,,12,1,,0,,1,1,,10-8-2018,17:1:0,17:1:25,,,,1,0,,,,,,,,,1,17.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V61F1711,1,1,,,40,1,,16,1,,0,,1,1,,10-8-2018,16:54:50,16:55:47,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B05V61F1712,1,1,,,45,1,,10,1,,0,,1,1,,18-8-2018,11:32:49,11:33:42,,,,1,1,2,5,,3,,1,,,1,2,5,,3,,1,,,1,10,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1713,1,1,,,26,1,,6,1,,0,,0,,,16-8-2018,15:36:41,15:38:24,16-8-2018,15:40:28,15:41:35,1,0,,,,,,,,,1,8,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1715,1,1,,,1,2,,10,1,,0,,1,1,,17-8-2018,11:42:20,11:42:48,17-8-2018,12:9:21,12:9:43,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1716,1,1,,,25,1,,4,1,,0,,1,1,,8-8-2018,10:47:34,10:48:17,8-8-2018,10:48:41,10:48:56,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1718,1,1,,,20,1,,10,1,,0,,0,,,8-8-2018,13:6:55,13:8:41,8-8-2018,13:12:20,13:12:32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,MAHITI BAROBAR J CHHE VARSHAAD VAGAR SU KARVANU..
B05V62F1719,1,1,,,20,1,,10,1,,0,,1,1,,7-8-2018,15:21:31,15:23:19,,,,1,0,,,,,,,,,1,80,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1720,1,1,,,1,1,,18,1,,0,,1,3,,16-8-2018,12:4:8,12:5:21,16-8-2018,12:7:9,12:7:43,1,0,,,,,,,,,1,12,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1721,1,1,,,15,1,,35,1,,0,,1,2,,9-8-2018,16:40:26,16:42:20,,,,1,0,,,,,,,,,1,350,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B05V62F1723,1,1,,,28,1,,20,1,,0,,0,,,17-8-2018,10:12:28,10:13:31,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1725,1,1,,,42,1,,18,1,,0,,1,1,,20-8-2018,10:50:54,10:51:42,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1727,1,1,,,20,1,,10,1,,0,,1,2,,8-8-2018,15:21:9,15:22:4,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1728,1,1,,,40,1,,4,1,,0,,0,,,18-8-2018,9:37:28,9:38:43,,,,1,0,,,,,,,,,1,40,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B05V62F1729,1,1,,,18,1,,20,1,,0,,1,1,,7-8-2018,16:0:35,16:2:14,7-8-2018,16:11:16,16:12:9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B05V62F1732,1,1,,,1,2,,25,1,,0,,1,1,,17-8-2018,12:35:2,12:35:29,,,,1,0,,,,,,,,,1,10,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1733,1,1,,,35,1,,19,1,,0,,1,1,,16-8-2018,10:31:45,10:33:3,16-8-2018,10:35:37,10:35:56,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1737,1,1,,,20,1,,15,1,,0,,1,1,,10-8-2018,10:30:59,10:31:47,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,2,MAHITI AVE CHE PN JALDI BOLE CHE TO AMNE KAI KHABAR NATHI PADTI DVA NA KOI NAM
B05V62F1738,1,1,,,20,1,,5,1,,0,,1,1,,10-8-2018,11:45:36,11:46:10,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,SARI CHE MAHITI
B05V62F1739,1,1,,,20,1,,20,1,,0,,1,1,,9-8-2018,10:29:36,10:39:58,,,,1,0,,,,,,,,,1,140,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1744,1,1,,,1,2,,6,1,,0,,1,1,,17-8-2018,12:49:12,12:49:28,,,,1,0,,,,,,,,,1,5,3,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V62F1745,1,1,,,20,1,,15,1,,0,,1,1,,10-8-2018,11:55:3,11:55:56,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,VARSHAD AADHARIT KHETI CHE TO AENI MAHITI MOKALE
B05V63F1747,1,1,,,1,2,,10,1,,0,,1,1,,16-8-2018,15:34:24,15:35:28,20-8-2018,11:6:44,11:7:22,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V63F1748,1,1,,,35,1,,7,1,,,,1,1,,7-8-2018,12:13:33,12:15:53,,,,1,0,,,,,,,,,1,49,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B05V63F1749,1,1,,,15,1,,10,1,,0,,1,1,,8-8-2018,12:16:33,12:18:6,,,,1,1,15,1,,,,1,,,1,12,1,,,,1,,,1,15,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V63F1750,1,1,,,45,1,,13,1,,0,,1,1,,8-8-2018,15:23:2,15:24:10,,,,1,0,,,,,,,,,1,130,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V63F1751,1,1,,,45,1,,18,1,,0,,1,1,,16-8-2018,9:28:47,9:30:23,16-8-2018,10:4:26,10:4:38,1,0,,,,,,,,,1,180,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V63F1752,1,1,,,30,1,,5.15,2,,0,,0,,,9-8-2018,15:7:14,15:8:33,,,,1,0,,,,,,,,,1,55,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B05V63F1756,1,1,,,1,2,,5,2,,0,,1,1,,8-8-2018,9:48:21,9:50:28,,,,1,0,,,,,,,,,1,150,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,TMARI MAHITI BHUVJ SARI CHE
B05V63F1757,1,1,,,45,1,,6,1,,0,,0,,,17-8-2018,10:43:57,10:44:34,,,,1,0,,,,,,,,,1,60,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V63F1758,1,1,,,45,1,,9.5,1,,0,,1,1,,17-8-2018,11:46:41,11:47:14,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B05V63F1759,1,1,,,10,1,,10,1,,0,,1,1,,9-8-2018,16:20:52,16:22:20,9-8-2018,16:27:24,16:27:37,1,0,,,,,,,,,1,80,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V63F1760,1,1,,,1,2,,7,1,,0,,0,,,8-8-2018,15:44:45,15:45:38,,,,1,0,,,,,,,,,1,84,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V63F1762,1,1,,,45,1,,5.5,1,,0,,1,2,,17-8-2018,16:3:55,16:5:17,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,KHUB SARI MAHITI AVE CHE
B05V63F1763,1,1,,,16,1,,7,1,,0,,1,1,,7-8-2018,15:28:7,15:29:36,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B05V63F1765,1,1,,,1,2,,12,1,,0,,1,1,,17-8-2018,12:38:16,12:38:34,,,,1,0,,,,,,,,,1,120,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V63F1766,1,1,,,1,2,,10,1,,0,,1,1,,8-8-2018,10:36:15,10:36:44,,,,1,0,,,,,,,,,1,110,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,SEVA SARI CHE
B05V63F1767,1,1,,,25,1,,6,1,,,,0,,,7-8-2018,12:32:6,12:35:29,,,,1,0,,,,,,,,,1,72,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B05V63F1768,1,1,,,40,1,,7,1,,0,,1,1,,9-8-2018,11:21:1,11:21:31,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B05V63F1770,1,1,,,1,2,,5.5,1,,0,,1,3,,16-8-2018,11:54:38,11:55:39,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B05V63F1772,1,1,,,45,1,,40,1,,0,,1,2,,20-8-2018,12:53:25,12:54:55,,,,1,0,,,,,,,,,1,480,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B05V63F1774,1,1,,,40,1,,7,1,,0,,1,1,,7-8-2018,16:10:2,16:10:53,,,,1,0,,,,,,,,,1,105,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V64F1775,1,1,,,40,1,,10,1,,0,,1,1,,18-8-2018,15:8:7,15:8:58,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V64F1776,1,1,,,1,2,,5,1,,0,,1,1,,8-8-2018,15:31:25,15:32:56,,,,1,0,,,,,,,,,1,50,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V64F1777,1,1,,,2,2,,12,1,,0,,1,2,,17-8-2018,12:40:51,12:41:9,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V64F1781,1,1,,,45,1,,9.5,1,,0,,1,3,,7-8-2018,16:22:54,16:24:6,,,,1,0,,,,,,,,,1,95,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V64F1782,1,1,,,35,1,,8,1,,0,,0,,,11-8-2018,10:14:42,10:15:15,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V64F1783,1,1,,,45,1,,9,1,,0,,0,,,18-8-2018,11:22:37,11:23:7,,,,1,0,,,,,,,,,1,90,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V64F1785,1,1,,,45,1,,6,1,,0,,1,1,,10-8-2018,11:0:16,11:0:52,,,,1,0,,,,,,,,,1,60,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,
B05V64F1786,1,1,,,30,1,,9,1,,0,,1,1,,8-8-2018,16:17:31,16:18:8,8-8-2018,16:21:30,16:21:47,1,0,,,,,,,,,1,90,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,
B05V64F1787,1,1,,,30,1,,10,1,,0,,1,1,,9-8-2018,12:10:9,12:10:53,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,VARSAD AVE PCHI KHABAR PADE MAHITI NU/MAHITI APVANU KAM SARU CHE
B05V64F1788,1,1,,,30,1,,15,1,,,,1,-98,GHARNA PANI NO UPYOG KARE CHE,7-8-2018,11:0:56,11:2:6,7-8-2018,11:9:35,11:11:8,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,SARI LAGE CHE MAHITI KOI SUDHAR KARVANI JARUR NATHI
B05V64F1789,1,1,,,35,1,,11,1,,0,,1,3,,9-8-2018,15:29:30,15:30:10,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V64F1790,1,1,,,1,2,,20,1,,0,,1,1,,8-8-2018,11:17:1,11:18:8,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V64F1791,1,1,,,45,1,,8,1,,0,,0,,,17-8-2018,12:41:30,12:42:4,17-8-2018,12:43:24,12:43:56,1,0,,,,,,,,,1,64,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,NA
B05V64F1793,1,1,,,40,1,,10,1,,0,,1,1,,8-8-2018,9:41:43,9:43:0,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B05V64F1794,1,1,,,2,2,,9,1,,0,,1,2,,9-8-2018,16:31:31,16:32:3,,,,1,1,90,1,,,,1,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,SEVA BAHU UPYOGI CHE
B05V64F1795,1,1,,,45,1,,7,1,,0,,1,2,,17-8-2018,12:5:10,12:5:25,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V64F1797,1,1,,,45,1,,11,1,,0,,1,2,,16-8-2018,10:58:15,11:1:10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,
B05V64F1798,1,1,,,50,1,,16,1,,0,,1,1,,17-8-2018,10:7:47,10:8:22,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,KAPAS NI MAHITI SARI CHE
B05V65F1802,1,-98,KAPAS FAIL GAYO,,15,1,,8,1,,0,,0,,,10-8-2018,10:33:41,10:35:11,,,,1,0,,,,,,,,,1,75,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,NA
B05V65F1803,1,1,,,2,2,,5,1,,0,,1,2,,20-8-2018,15:46:24,15:47:21,,,,1,0,,,,,,,,,1,1,5,,2,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,VARAMVAR KHATAR VISENI J MAHITI AAVE CHHE BIJI KOIK MAHITI MOKALO HVE KHARAT VISHE NI MAHITI NATHI JOITI.
B05V65F1805,1,1,,,2,2,,18,1,,0,,1,2,,18-8-2018,9:47:9,9:47:44,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V65F1808,1,1,,,60,1,,3,3,,0,,1,2,,8-8-2018,16:43:1,16:44:43,,,,1,0,,,,,,,,,1,180,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,AAPDI MAHITI FAYDAKARAK J CHHE AAPDI SANSTHA J SALAH SUCHAN AAPE CHE AE KHUB J SARAS CHHE AAPDI SANSTHA SARU KAM KARE CHHE.
B05V65F1809,1,1,,,1,2,,39,1,,0,,1,1,,9-8-2018,10:26:48,10:28:22,,,,1,0,,,,,,,,,1,8,5,,3,,1,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V65F1810,1,1,,,45,1,,13,1,,0,,1,2,,9-8-2018,15:42:29,15:45:32,9-8-2018,15:53:21,15:54:6,1,0,,,,,,,,,0,,,,,,,,,1,8,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,2 3 VAR CALL AAVE CHHE AE NA AAVE TO SARU
B05V65F1813,1,1,,,45,1,,9,1,,0,,0,,,11-8-2018,9:40:50,9:42:12,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V65F1816,1,1,,,38,1,,6,1,,0,,1,1,,17-8-2018,12:3:32,12:5:12,,,,1,0,,,,,,,,,1,60,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V65F1819,1,1,,,2,2,,12,1,,0,,1,2,,16-8-2018,16:3:37,16:4:51,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V65F1821,1,1,,,40,1,,7,1,,0,,1,1,,17-8-2018,13:25:25,13:26:11,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B05V65F1822,1,1,,,20,1,,15,1,,,,1,1,,7-8-2018,11:47:6,11:49:4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B05V65F1824,1,1,,,40,1,,10.30,1,,,,0,,,8-8-2018,15:55:55,15:57:8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,NA
B05V65F1825,1,1,,,2,2,,14,1,,0,,1,2,,18-8-2018,15:21:7,15:22:13,,,,1,0,,,,,,,,,1,6,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V65F1826,1,1,,,1,2,,9,1,,0,,1,1,,18-8-2018,10:14:9,10:15:28,,,,1,0,,,,,,,,,1,90,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,GOOD INFORMETION
B05V65F1827,1,1,,,30,1,,8,1,,0,,1,1,,17-8-2018,15:24:6,15:25:40,17-8-2018,15:28:27,15:28:38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,KRISHITARANG MATHI ATHVADIYE EK VAR PHONE AAVE TO SARU BAHUJ PHONE AAVE CHE
B05V65F1828,1,1,,,40,1,,10,1,,0,,1,1,,18-8-2018,11:8:5,11:8:50,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V66F1829,1,1,,,35,1,,8,1,,0,,1,2,,9-8-2018,10:0:45,10:1:51,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B05V66F1832,1,1,,,50,1,,13,1,,0,,1,2,,17-8-2018,12:47:7,12:48:11,20-8-2018,11:28:57,11:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B05V66F1835,1,1,,,40,1,,25,1,,0,,1,2,,7-8-2018,15:31:15,15:32:41,7-8-2018,15:35:10,15:35:33,1,0,,,,,,,,,1,200,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,
B05V66F1839,1,1,,,60,1,,5,1,,0,,1,2,,7-8-2018,15:55:49,15:57:21,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V66F1844,1,1,,,50,1,,5,1,,0,,1,2,,8-8-2018,10:26:23,10:27:22,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V66F1845,1,1,,,60,2,,12,1,,0,,1,2,,17-8-2018,11:31:0,11:32:15,17-8-2018,12:13:39,12:14:20,1,0,,,,,,,,,1,120,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V66F1849,1,1,,,30,1,,5,1,,0,,1,1,,16-8-2018,10:25:41,10:27:32,,,,1,0,,,,,,,,,1,65,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V66F1852,1,1,,,60,1,,13,1,,0,,1,2,,16-8-2018,11:30:2,11:32:22,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V66F1853,1,1,,,2,2,,5,1,,0,,1,3,,16-8-2018,16:6:13,16:7:34,,,,1,0,,,,,,,,,1,12,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B05V68F1891,1,0,,VARSAD NATHI AETLE VAVETAR NATHI KARIYU,,,,,,,,,,,,17-8-2018,12:31:50,12:32:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B05V68F1892,1,1,,,75,1,,7,1,,0,,0,,,17-8-2018,11:23:33,11:24:51,,,,1,0,,,,,,,,,1,1.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,REPORT NATHI MALIYO REPORT KYARE AAVSE..
B05V68F1893,1,1,,,2,2,,7,1,,0,,1,1,,16-8-2018,10:37:29,10:39:49,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
B05V68F1895,1,1,,,75,1,,10,1,,0,,1,2,,18-8-2018,10:33:47,10:34:43,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V68F1896,1,1,,,2,2,,30,1,,0,,1,2,,7-8-2018,15:26:37,15:28:57,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B05V68F1897,1,1,,,45,1,,15,1,,0,,1,2,,9-8-2018,9:51:26,9:53:1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B05V68F1898,1,1,,,1,2,,6,1,,0,,1,2,,9-8-2018,16:31:56,16:33:22,,,,1,0,,,,,,,,,1,60,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V68F1900,1,1,,,40,1,,8,1,,0,,1,2,,16-8-2018,17:0:24,17:1:8,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V68F1901,1,1,,,45,1,,8,1,,0,,1,2,,10-8-2018,10:38:43,10:40:4,10-8-2018,10:42:24,10:42:54,1,1,160,1,,,,1,,,1,160,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B05V68F1903,1,1,,,35,1,,10,1,,0,,1,1,,10-8-2018,15:38:45,15:40:9,10-8-2018,15:41:55,15:42:46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,MAHITI SABHALYA PACHI J KAPAS NU VAVETAR KARYU CHE
B05V68F1904,1,1,,,3,2,,9,1,,0,,1,2,,17-8-2018,11:38:6,11:38:32,17-8-2018,12:8:43,12:9:2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B05V68F1905,1,1,,,1,1,,6,1,,0,,1,1,,20-8-2018,11:3:42,11:4:58,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B05V68F1907,1,1,,,75,1,,14,1,,0,,1,1,,10-8-2018,10:34:43,10:35:57,,,,1,1,3,5,,2,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B05V68F1908,1,1,,,45,1,,10,1,,0,,1,3,,17-8-2018,9:36:51,9:37:59,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B05V68F1909,1,1,,,1,2,,9,1,,0,,1,1,,8-8-2018,9:45:18,9:45:52,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B05V68F1910,1,1,,,45,1,,17,1,,0,,1,1,,18-8-2018,10:4:14,10:5:47,20-8-2018,11:41:12,11:41:29,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B05V68F1911,1,1,,,2,2,,22,1,,0,,0,,,9-8-2018,11:22:52,11:24:12,,,,1,1,3,5,,3,,1,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,VARSHAAD THAY TO KAIK KHBR PADE...
B05V68F1912,1,1,,,20,1,,12,1,,,,1,1,,7-8-2018,12:0:37,12:1:31,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
