uid,reject_why,consent,consent_no,cultivated_cotton,reported_area_bigha,reported_cotton_area,irrigation_el,harvested_cotton,number_harvests,yield_kg,nonsurveyed_plots,harv_nsplot,harv_all_nsplot_kg,aplots_count,harv_aplot,harv_all_aplot_kg,harv_total_kg,selling_cotton,cotton_sales,cotton_sold_kg,unsold_cotton,storage_locations,storage_own_house,storage_own_godown,storage_neighbor_godown,storage_market_warehouse,storage_other,storage_dk,other_storage_location,planned_sale_time_1,planned_sale_time_2,planned_sale_time_3,planned_sale_time_4,cotton_stored_kg,knowledge_1,knowledge_2,knowledge_3,knowledge_4,knowledge_5,knowledge_6_1,knowledge_6_2,knowledge_6_3,knowledge_6_4,knowledge_6_5,knowledge_6_1_1,knowledge_6_2_1,knowledge_6_3_1,knowledge_6_4_1,knowledge_6_5_1,knowledge_7_1,knowledge_7_2,knowledge_7_3,knowledge_7_4,knowledge_7_5,knowledge_7_6,knowledge_7_7,knowledge_7_8,knowledge_7_9,knowledge_7_10,info_tv,info_mobile_phone,info_gov_extension,info_ngo,info_farmers,info_agro_shops,info_traders,info_radio,info_krushi_mela,info_newspaper,info_other,other_info_source,trust_tv,trust_mobile_phone,trust_gov_extension,trust_ngo,trust_farmers,trust_agro_shops,trust_traders,trust_radio,trust_krushi_mela,trust_newspaper,trust_other,primary_info_source,other_primary_source,phone_info_sources,phone_info_kt,phone_info_iffco_kisaan,phone_info_reliance_foundation,phone_info_local_kvk,phone_info_dk,phone_info_other,other_phone_info,call_frequency,days_called,phone_service_start,willingness_to_experiment,experimented_2018,experiments_2018,expriment_bore_well,expriment_new_fertilizer,experiment_fert_quantity,experiment_pesticide,experiment_machinery,experiment_intercropping,experiment_seed_variety,experiment_drip_irrigation,experiment_organic,experiment_land_prep,experiment_new_crop,experiment_fencing,experiment_other,experiment_dk,experiment_refuse,other_experiment,exp_reason,exp_reason_observation,exp_reason_gov,exp_reason_subsidy,exp_reason_rec,exp_reason_info_source,exp_reason_self,exp_reason_other,exp_reason_dk,exp_reason_refuse,other_exp_reason,starttime,total_sale_revenue,expected_storage_revenue,total_sold_stored,mapped_surveyed_plot,consent_mapping,cotton_partial,mapping_complete,form_merge
B02V21F0624,,Yes,,Yes,7.5,7.5,Yes,Yes,2.0,400.0,1.0,No,0.0,,No,0.0,400.0,Yes,1.0,400.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,Sulphur fertilizer,Yes,Yes,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,.,,very low,,,very high,medium,,,,low,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,Yes,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,950.0,,400.0,Yes,Yes,No,Yes,matched (3)
B02V21F0625,,Yes,,Yes,9.0,9.0,No,Yes,1.0,140.0,1.0,Yes,140.0,,No,0.0,280.0,Yes,1.0,280.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,Sulphur fertilizer,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,Yes,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,.,,low,,,very high,very low,,,,,,,Jate,1,Yes,No,No,No,No,No,,,.,,would not try new practices or technology even after observing others,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,,280.0,Yes,No,,No,matched (3)
B02V21F0626,,Yes,,Yes,7.5,7.5,No,Yes,2.0,400.0,2.0,Yes,400.0,,No,0.0,800.0,Yes,1.0,800.0,No,,,,,,,,,,,,,0.0,Nitrogen,DAP,DAP,,,No,No,No,No,No,,,,,,Yes,Yes,Yes,No,No,30 days after sowing,30 days after sowing,at the time of sowing with Basal fertilizers,,,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,very low,medium,,,high,medium,,,high,medium,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,800.0,Yes,Yes,No,Yes,matched (3)
B02V21F0628,,Yes,,Yes,42.0,21.0,Yes,Yes,2.0,1200.0,0.0,No,0.0,,No,0.0,1200.0,Yes,1.0,1200.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,Sulphur fertilizer,Sulphur fertilizer,Yes,Yes,Yes,No,No,30 days after sowing,30 days after sowing,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,.,,very low,,,very low,very low,,,,,,,Jate,.d,No,No,No,No,Yes,No,,Twice a month,8,Before 2018,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,1200.0,Yes,Yes,Yes,Yes,matched (3)
B02V21F0629,,Yes,,Yes,,15.0,No,No,,,1.0,No,0.0,,No,0.0,0.0,,,,,,,,,,,,,,,,,,Nitrogen,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,,high,medium,low,,high,medium,,,,very low,,none of these,,.d,No,No,No,No,Yes,No,,More than once a week,8,Since June /Sowing cotton 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,matched (3)
B02V21F0630,,Yes,,Yes,10.0,10.0,No,Yes,3.0,400.0,0.0,No,0.0,,No,0.0,400.0,Yes,1.0,400.0,No,,,,,,,,,,,,,0.0,,DAP,20-20-20,Sulphur fertilizer,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,Yes,No,No,,,at the time of sowing with Basal fertilizers,,,Yes,No,No,No,No,at the time of sowing with Basal fertilizers,,,,,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,,very low,low,,,medium,,,,very low,low,,,Potano anubhav,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0,,400.0,Yes,Yes,No,Yes,matched (3)
B02V21F0631,,Yes,,Yes,,5.0,No,Yes,1.0,140.0,0.0,No,0.0,,No,0.0,140.0,Yes,1.0,140.0,No,,,,,,,,,,,,,0.0,,,DAP,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,medium,very low,low,,very high,high,,,very low,very low,,other farmers,,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.0,,140.0,Yes,Yes,No,Yes,matched (3)
B02V21F0632,,Yes,,Yes,23.8,18.0,No,Yes,3.0,2200.0,5.0,Yes,5600.0,,No,0.0,7800.0,Yes,1.0,7800.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,No,No,at the time of sowing with Basal fertilizers,30 days after sowing,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,medium,high,,,low,very low,,,high,low,,,My self,1 .o,Yes,No,No,No,No,Yes,Argo star,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,7800.0,Yes,Yes,No,Yes,matched (3)
B02V21F0633,,Yes,,Yes,20.0,20.0,Yes,Yes,3.0,1000.0,0.0,No,0.0,,No,0.0,1000.0,Yes,1.0,1000.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,.,,high,,,very high,medium,,,,,,,Potano Anubhav,.o,No,No,No,No,No,Yes,Amadavad,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,1000.0,Yes,Yes,No,Yes,matched (3)
B02V21F0634,,Yes,,Yes,8.8,8.8,Yes,Yes,3.0,800.0,2.0,Yes,260.0,,No,0.0,1060.0,Yes,1.0,1060.0,No,,,,,,,,,,,,,0.0,Nitrogen,DAP,20-20-20,,Sulphur fertilizer,No,Yes,Yes,No,No,,30 days after sowing,at the time of sowing with Basal fertilizers,,,No,No,Yes,No,No,,,at the time of sowing with Basal fertilizers,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,.,,very high,,,very high,very low,,,,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,Yes,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,6 .o,No,No,No,No,No,Yes,Yes,No,No,Ripot pramane,,1000.0,,1060.0,Yes,Yes,No,Yes,matched (3)
B02V21F0635,,Yes,,Yes,12.5,12.5,No,Yes,3.0,500.0,2.0,No,0.0,,No,0.0,500.0,Yes,1.0,500.0,No,,,,,,,,,,,,,0.0,Nitrogen,,20-20-20,,,No,Yes,No,No,No,,30 days after sowing,,,,No,No,No,No,No,,,,,,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,.,,medium,,low,very high,low,,,,very low,,,Potano  anubhav,.o,No,No,No,No,No,Yes,Amadavad,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,,500.0,Yes,Yes,No,Yes,matched (3)
B02V21F0636,,Yes,,Yes,22.5,22.5,Yes,Yes,3.0,4600.0,3.0,Yes,7700.0,,No,0.0,12300.0,Yes,4.0,12300.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,,Sulphur fertilizer,Yes,Yes,Yes,No,No,30 days after sowing,30 days after sowing,multiple times through the season,,,No,No,No,No,No,,,,,,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,,very low,medium,,very high,very high,,,,,very high,,,My self,.d,No,No,No,No,Yes,No,,,.d,Before 2018,would try it immediately,Yes,9,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,4400.0,,12300.0,Yes,Yes,No,Yes,matched (3)
B02V21F0638,,No,1 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
B02V21F0639,,Yes,,Yes,7.5,7.5,Yes,Yes,3.0,3000.0,2.0,Yes,7000.0,,No,0.0,10000.0,Yes,3.0,10000.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,Sulphur fertilizer,Sulphur fertilizer,No,No,Yes,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,,medium,medium,,,high,medium,,,,medium,,,My self,.o,No,No,No,No,No,Yes,Government  Krushi Kendra,,.,,would try it immediately,Yes,1 2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,3150.0,,10000.0,Yes,Yes,No,Yes,matched (3)
B02V21F0641,,Yes,,Yes,27.5,27.5,Yes,Yes,3.0,6000.0,1.0,Yes,3000.0,,No,0.0,9000.0,Yes,1.0,9000.0,No,,,,,,,,,,,,,0.0,Nitrogen,DAP,DAP,Sulphur fertilizer,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,No,No,No,30 days after sowing,at the time of sowing with Basal fertilizers,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,.,very low,medium,,,high,low,,,,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,9000.0,Yes,Yes,No,Yes,matched (3)
B02V21F0642,,Yes,,Yes,,11.0,No,No,,,1.0,No,0.0,,No,0.0,0.0,,,,,,,,,,,,,,,,,,,,DAP,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Potano anubhav,,,,,,,,,,,very high,,Potano anubhav,,,,,,,,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,matched (3)
B02V21F0643,,Yes,,Yes,,18.0,Yes,Yes,3.0,2000.0,2.0,Yes,1400.0,1.0,Yes,400.0,3800.0,Yes,2.0,3800.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,Yes,No,No,,,at the time of sowing with Basal fertilizers,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,,,very low,,,very high,high,,,,,,agro dealers,,1,Yes,No,No,No,No,No,,,,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,,3800.0,Yes,Yes,No,Yes,matched (3)
B02V21F0644,,Yes,,No,,,,,,,1.0,Yes,420.0,,No,0.0,420.0,Yes,1.0,420.0,No,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,No,No,No,No,,low,medium,,,very high,,,,,,,other farmers,,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,420.0,Yes,Yes,No,Yes,matched (3)
B02V21F0645,,Yes,,Yes,10.0,10.0,Yes,Yes,7.0,3080.0,1.0,No,0.0,,No,0.0,3080.0,Yes,3.0,3080.0,No,,,,,,,,,,,,,0.0,,,DAP,Sulphur fertilizer,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,.,,,,,medium,,,,,,,,My self,,,,,,,,,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950.0,,3080.0,Yes,Yes,No,Yes,matched (3)
B02V21F0646,,Yes,,Yes,20.0,10.0,Yes,Yes,2.0,1300.0,0.0,No,0.0,,No,0.0,1300.0,Yes,1.0,1300.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,UREA,Sulphur fertilizer,Yes,Yes,No,No,No,30 days after sowing,at the time of sowing with Basal fertilizers,,,,No,No,No,No,No,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,,medium,low,,medium,very high,medium,,,high,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,Yes,7,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,6 .o,No,No,No,No,No,Yes,Yes,No,No,Fon na adhare,,1100.0,,1300.0,Yes,Yes,Yes,Yes,matched (3)
B02V21F0647,,Yes,,Yes,10.0,10.0,No,Yes,2.0,120.0,3.0,Yes,300.0,,No,0.0,420.0,Yes,1.0,420.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,Sulphur fertilizer,No,No,No,No,No,,,,,,Yes,Yes,No,No,No,30 days after sowing,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,low,,,high,,,,,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,420.0,Yes,Yes,No,Yes,matched (3)
B02V21F0648,,Yes,,Yes,25.0,,Yes,Yes,3.0,6000.0,4.0,Yes,3200.0,,No,0.0,9200.0,Yes,2.0,9200.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),20-20-20,Sulphur fertilizer,Sulphur fertilizer,Yes,No,No,No,No,30 days after sowing,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,.,,medium,,,very high,very high,,,,,,,Potano Anubhav,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,Yes,12,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,3 6,No,No,Yes,No,No,Yes,No,No,No,,,1850.0,,9200.0,Yes,Yes,Yes,Yes,matched (3)
B02V21F0649,,Yes,,Yes,30.3,30.3,No,Yes,2.0,700.0,0.0,No,0.0,1.0,Yes,700.0,1400.0,Yes,2.0,1400.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,,No,No,No,No,No,,,,,,Yes,No,Yes,No,Yes,at the time of sowing with Basal fertilizers,,,,,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,,low,medium,,low,very high,,,,,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,Yes,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,2000.0,,1400.0,Yes,Yes,No,Yes,matched (3)
B02V21F0650,,Yes,,Yes,10.0,10.0,No,Yes,2.0,440.0,1.0,No,0.0,,No,0.0,440.0,Yes,1.0,440.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,No,No,30 days after sowing,30 days after sowing,,,,Yes,Yes,No,No,No,30 days after sowing,,,,,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,,very high,,,high,medium,,,high,medium,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,440.0,Yes,Yes,No,Yes,matched (3)
B02V21F0651,,Yes,,Yes,,20.0,No,Yes,3.0,3000.0,0.0,No,0.0,,No,0.0,3000.0,Yes,2.0,3000.0,No,,,,,,,,,,,,,0.0,,,DAP,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,No,No,No,No,,very low,,low,,very high,,,,,,,other farmers,,,,,,,,,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220.0,,3000.0,Yes,Yes,No,Yes,matched (3)
B02V22F0652,,Yes,,Yes,,2.5,Yes,Yes,1.0,16.0,2.0,Yes,40.0,,No,0.0,56.0,Yes,1.0,56.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,Sulphur fertilizer,Ammonium Sulphate/SSP/Gypsum/Chirodi,,Yes,Yes,No,No,,,at the time of sowing with Basal fertilizers,,,No,No,No,,,,,,,,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,,low,medium,,very high,medium,,,medium,medium,,,My self,1,Yes,No,No,No,No,No,,,,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,,56.0,Yes,Yes,Yes,Yes,matched (3)
B02V22F0654,,Yes,,Yes,,7.5,No,No,,,3.0,No,0.0,,No,0.0,0.0,,,,,,,,,,,,,,,,,,,Murate of Potash (MOP),DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,medium,,,high,,,,,,,,Jate,.d,No,No,No,No,Yes,No,,Once every two weeks,8,Before 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,matched (3)
B02V22F0656,,Yes,,Yes,,5.0,Yes,Yes,2.0,500.0,2.0,Yes,800.0,,No,0.0,1300.0,Yes,1.0,1300.0,No,,,,,,,,,,,,,0.0,Nitrogen,NPK grade fertilizer,DAP,Sulphur fertilizer,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,No,No,,,at the time of sowing with Basal fertilizers,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,very high,,,high,high,,,,,,,Potano anubhav,1 .o,Yes,No,No,No,No,Yes,Agro star,,,,would try it after observing others and/or learning from other sources,Yes,.o,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Orgonik kheti,4,No,No,No,Yes,No,No,No,No,No,,,1200.0,,1300.0,Yes,Yes,Yes,Yes,matched (3)
B02V22F0657,,Yes,,Yes,,35.0,Yes,Yes,1.0,6000.0,2.0,Yes,1600.0,,No,0.0,7600.0,Yes,1.0,7600.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,medium,,,medium,very high,,,,,,,My self,.o,No,No,No,No,No,Yes,Junagadha,,,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,7600.0,Yes,No,,No,matched (3)
B02V22F0658,,Yes,,Yes,,8.0,Yes,Yes,2.0,3800.0,3.0,Yes,1860.0,,No,0.0,5660.0,Yes,2.0,5660.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,very high,very high,,,very high,very high,,,very high,very high,,,Jate,.d,No,No,No,No,Yes,No,,Once a week,8,Before 2018,would try it after observing others and/or learning from other sources,Yes,.o,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Soil report pramane,.o,No,No,No,No,No,No,Yes,No,No,Soil  report pramane,,2300.0,,5660.0,Yes,Yes,No,Yes,matched (3)
B02V22F0663,,Yes,,Yes,10.0,10.0,Yes,Yes,2.0,2400.0,4.0,Yes,2400.0,,No,0.0,4800.0,Yes,1.0,4800.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,low,,,very high,,,,,,,,Potano anubhav,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,4800.0,Yes,Yes,No,Yes,matched (3)
B02V22F0664,,Yes,,Yes,,25.0,Yes,Yes,3.0,10000.0,2.0,Yes,4200.0,,No,0.0,14200.0,Yes,1.0,5200.0,Yes,2,No,Yes,No,No,No,No,,,March,,,9000.0,Nitrogen,,20-20-20,,Sulphur fertilizer,Yes,Yes,Yes,No,No,,,at the time of sowing with Basal fertilizers,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,medium,,,low,very low,,,,,,,Jate,3,No,No,Yes,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.0,1200.0,14200.0,Yes,Yes,No,Yes,matched (3)
B02V22F0665,,Yes,,Yes,,10.0,Yes,Yes,2.0,3000.0,0.0,No,0.0,,No,0.0,3000.0,Yes,1.0,3000.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,,Yes,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,,,,,medium,,,,,,,My self,.o,No,No,No,No,No,Yes,Upl mathi,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,3000.0,Yes,Yes,Yes,Yes,matched (3)
B02V22F0666,,Yes,,Yes,,17.0,Yes,Yes,2.0,1600.0,0.0,No,0.0,,No,0.0,1600.0,Yes,1.0,1600.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,Sulphur fertilizer,Sulphur fertilizer,No,Yes,No,No,No,,at the time of sowing with Basal fertilizers,,,,No,No,No,No,No,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,medium,high,very low,low,very high,very high,,,,medium,,,My self,1,Yes,No,No,No,No,No,,,,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.0,,1600.0,Yes,Yes,No,Yes,matched (3)
B02V22F0667,,Yes,,Yes,15.0,15.0,Yes,Yes,2.0,5800.0,1.0,Yes,6000.0,,No,0.0,11800.0,No,,0.0,Yes,2,No,Yes,No,No,No,No,,,April,,,11800.0,Nitrogen,DAP,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,No,No,30 days after sowing,30 days after sowing,at the time of sowing with Basal fertilizers,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,high,,,medium,medium,,,,,,,My self,.o,No,No,No,No,No,Yes,Argo start,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,11800.0,Yes,Yes,No,Yes,matched (3)
B02V22F0671,,Yes,,Yes,,,No,Yes,1.0,400.0,3.0,Yes,3300.0,,No,0.0,3700.0,Yes,2.0,3700.0,No,,,,,,,,,,,,,0.0,Nitrogen,DAP,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,No,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,medium,very low,,,high,medium,,,low,,,,My self,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295.0,,3700.0,Yes,No,,No,matched (3)
B02V22F0672,,Yes,,Yes,,3.5,Yes,Yes,2.0,1300.0,1.0,Yes,240.0,,No,0.0,1540.0,Yes,1.0,1540.0,No,,,,,,,,,,,,,0.0,,,,,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,,,medium,,,,very high,,,,,,,Potano anubhav,.o,No,No,No,No,No,Yes,Amadavad,,,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.0,,1540.0,Yes,Yes,No,Yes,matched (3)
B02V22F0673,,Yes,,Yes,,13.0,Yes,Yes,3.0,5200.0,1.0,Yes,3000.0,,No,0.0,8200.0,Yes,3.0,8200.0,No,,,,,,,,,,,,,0.0,,,DAP,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,No,No,No,No,No,No,,medium,low,,,high,,,,,,,other farmers,,.d,No,No,No,No,Yes,No,,,8,Since March/Holi 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510.0,,8200.0,Yes,Yes,No,Yes,matched (3)
B02V22F0674,,Yes,,Yes,4.0,4.0,Yes,Yes,2.0,1600.0,0.0,No,0.0,,No,0.0,1600.0,Yes,1.0,1600.0,No,,,,,,,,,,,,,0.0,,,DAP,,,No,No,Yes,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,high,high,medium,medium,very high,high,,,very high,high,,,My self,.d,No,No,No,No,Yes,No,,,.d,Before 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,,1600.0,Yes,Yes,No,Yes,matched (3)
B02V22F0675,,Yes,,Yes,10.0,10.0,No,No,,,3.0,Yes,2100.0,,No,0.0,2100.0,Yes,2.0,2100.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,none,,,,,,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,very low,,,very high,,,,,,,,Potano anubhav,.d,No,No,No,No,Yes,No,,Once every two weeks,8,Since March/Holi 2018,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211.0,,2100.0,Yes,No,,No,matched (3)
